# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.5.3

props::_fife_::2, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C091560000000000017909404AC00000000000017A0940707800000000000570697463680800000000037961770800000000
props::_fife_::3, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C0916E0000000000017909404A400000000000017A09406D5000000000000570697463680800000000037961770800000000
props::_fife_::4, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C0916E0000000000017909404AC00000000000017A09406D5000000000000570697463680800000000037961770800000000
props::_fife_::5, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C0914A0000000000017909404AC00000000000017A09406CB000000000000570697463680800000000037961770800000000
props::_fife_::6, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C08FD40000000000017909404AC00000000000017A09406CB000000000000570697463680800000000037961770800000000
rpe::temp::caspere::oldpos, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C08837742734A856017909404B90CCCCF33333017A0940670E58127D632B057069746368084241CC090379617708C347D309
rpe::temp::exao_::oldpos, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C088AD91F08AF850017909404B90CCCCF33333017A09406855A75D84C12D057069746368084231000D037961770842FF3DD0
rpe::temp::noumaa::oldpos, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C088B562C1D73A8E017909404B90CCCCF33333017A094068CA2414DEBB5905706974636808414E661003796177084345CC38
scoreboard.namestage, long, 0000000000000003
staff::temp::caspere::back, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C0878D32B090B9F50179094010000000000000017A09C069299999A000000570697463680842B400000379617708420BE008
staff::waiting, location, 8605776F726C6480FF0000000181046E616D652080076265656C696665017809C0878D32B090B9F50179094010000000000000017A09C069299999A0000005706974636808410D97D00379617708432CD24E
values::integer, long, 0000000000000000
values::player, offlineplayer, 810475756964800455554944820C6C656173745369674269747304B5B27BCAA80207CE0B6D6F73745369674269747304441E11DF4F933E5F
wallet::0f98bb32359715, long, 00000000000001F4
wallet::3rdbaseman4, long, 00000000000001F4
wallet::4e3e1ba9eed6eb, long, 00000000000001F4
wallet::7b54ddf03d3246, long, 00000000000001F4
wallet::391dedc91c0e95, long, 00000000000001F4
wallet::996f499f3231ca, long, 00000000000001F4
wallet::53261db47a00c9, long, 00000000000001F4
wallet::570860d2c0ecfb, long, 00000000000001F4
wallet::7402495b09c43c, long, 00000000000001F4
wallet::_fife_, long, 00000000000001F4
wallet::a06c4b204b1473, long, 00000000000001F4
wallet::aa873717314440, long, 00000000000001F4
wallet::adamzetti, long, 00000000000001F4
wallet::alexyanis, long, 00000000000001F4
wallet::antite303, long, 0000000000000000
wallet::awesomeguy911, long, 00000000000001F4
wallet::bandrew97, long, 00000000000001F4
wallet::bigmucho, long, 00000000000001F4
wallet::blake11120, long, 00000000000001F4
wallet::casperbypass2233, long, 00000000000001F4
wallet::casperbypass, double, 42374876B3440000
wallet::caspere, double, 4103DF9800000000
wallet::cfurn5, long, 00000000000001F4
wallet::d22a75ec43a846, long, 00000000000001F4
wallet::daimond84, long, 00000000000001F4
wallet::darcos_doc, long, 00000000000001F4
wallet::duketop, long, 00000000000001F4
wallet::e5d05b602d52da, long, 00000000000001F4
wallet::el_gordo_uno, long, 00000000000001F4
wallet::enzo685, long, 00000000000001F4
wallet::erikus6, long, 00000000000001F4
wallet::exao_, double, 40A94E0000000000
wallet::faketruth, long, 00000000000001F4
wallet::fpsskiller, long, 00000000000001F4
wallet::frenchy1, long, 00000000000001F4
wallet::frodew, long, 00000000000001F4
wallet::giowsa, double, 42374876F1C40000
wallet::godfather5866, long, 00000000000001F4
wallet::greek2me, long, 00000000000001F4
wallet::halodude24, long, 00000000000001F4
wallet::hudsonhull, long, 00000000000001F4
wallet::imfentanyl, long, 00000000000001F4
wallet::jake70, long, 00000000000001F4
wallet::kevinetlucas, double, 408F700000000000
wallet::kindaspacey, long, 00000000000001F4
wallet::ldsflame, long, 00000000000001F4
wallet::lokthar328i, long, 00000000000001F4
wallet::lovegunner, long, 00000000000001F4
wallet::luissrs, double, 0000000000000000
wallet::miner49burr, long, 00000000000001F4
wallet::mineteub, long, 00000000000001F4
wallet::nacho30, long, 00000000000001F4
wallet::nobrain98, long, 00000000000001F4
wallet::nonite07, double, 0000000000000000
wallet::nosnarbo, long, 00000000000001F4
wallet::noumaa, double, 41113DCC00000000
wallet::ovhbypass, double, 406F400000000000
wallet::plgxdark, long, 00000000000001F4
wallet::poskitch2, long, 0000000000000000
wallet::poskitch, double, 40A57A0000000000
wallet::pugsy, long, 00000000000001F4
wallet::r_ninja14, long, 00000000000001F4
wallet::roan974, long, 00000000000001F4
wallet::robberbandit, long, 00000000000001F4
wallet::sannamwoot, long, 00000000000001F4
wallet::silvershadefox, long, 00000000000001F4
wallet::soaked__, double, 40C32B8000000000
wallet::spas13, double, 408F400000000000
wallet::spas48, long, 00000000000001F4
wallet::sunshine3_14, long, 00000000000001F4
wallet::supermedinita, long, 00000000000001F4
wallet::terofar, long, 0000000000000000
wallet::theimightypotato, long, 00000000000001F4
wallet::thesedg, long, 00000000000001F4
wallet::thewindoxi, long, 00000000000001F4
wallet::thunder_dragon, long, 00000000000001F4
wallet::titra, long, 00000000000001F4
wallet::twinnstars, long, 00000000000001F4
wallet::wheresmygreentea, long, 00000000000001F4
wallet::zach122167, long, 00000000000001F4

